Metabolites,Count_4,Count_pre,Count_6,Count_8,Count_10,Count_2,Mean_4,Mean_pre,Mean_6,Mean_8,Mean_10,Mean_2,Fold_change_4_vs_pre,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_4_vs_2,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_pre_vs_2,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_6_vs_2,Fold_change_8_vs_10,Fold_change_8_vs_2,Fold_change_10_vs_2,P_value_A_4_vs_pre,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_4_vs_2,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_pre_vs_2,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_6_vs_2,P_value_A_8_vs_10,P_value_A_8_vs_2,P_value_A_10_vs_2,Flag_A_4_vs_pre,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_4_vs_2,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_pre_vs_2,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_6_vs_2,Flag_A_8_vs_10,Flag_A_8_vs_2,Flag_A_10_vs_2
Unknown 175,5,6,6,6,6,5,15.8327792799436,15.8058829370637,16.0768235987088,15.9694232696095,15.9441284765466,15.8886755601171,0.0268963428798301,-0.244044318765264,-0.136643989665956,-0.11134919660304,-0.0558962801735845,-0.270940661645094,-0.163540332545786,-0.13824553948287,-0.0827926230534146,0.107400329099308,0.132695122162223,0.188148038591679,0.0252947930629155,0.0807477094923712,0.0554529164294557,0.876423481117155,0.165514117199028,0.431995922272752,0.521184330690641,0.757159593981024,0.108474459431457,0.325498812679878,0.404725781760908,0.632798971827469,0.516393133386888,0.42362311005492,0.281644519238402,0.878095415625716,0.641189132245086,0.748680137934152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 176,5,6,6,6,6,5,18.3879053529077,18.5874515865069,18.4263988557814,18.5239483177722,18.5003196441203,18.4843316527865,-0.199546233599122,-0.0384935028736209,-0.136042964864409,-0.112414291212517,-0.0964262998787824,0.161052730725501,0.0635032687347135,0.0871319423866055,0.10311993372034,-0.0975494619907877,-0.0739207883388957,-0.0579327970051615,0.023628673651892,0.0396166649856262,0.0159879913337342,0.354266444099872,0.857119179112667,0.525968940364778,0.599840784018742,0.666318941961739,0.431949987923459,0.755546964989731,0.669491250782106,0.630201547406967,0.632877350454226,0.717132165899716,0.786495794164213,0.907707550919402,0.852999554274237,0.940375822408219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 177,5,6,6,6,6,5,14.4338903789738,14.3145968513512,14.8126452255992,14.9313240736638,14.7626576537061,14.6854196153813,0.119293527622631,-0.378754846625355,-0.497433694689988,-0.328767274732231,-0.251529236407469,-0.498048374247986,-0.616727222312619,-0.448060802354862,-0.3708227640301,-0.118678848064633,0.0499875718931246,0.127225610217886,0.168666419957757,0.245904458282519,0.0772380383247615,0.707408879334941,0.238702006355513,0.125075807194699,0.304950529931498,0.450392731079801,0.107999302731211,0.0492109111299075,0.146431911986631,0.248436971041398,0.695364508214877,0.868845920702211,0.688990591849635,0.578390875383879,0.440988896806244,0.80785240455185,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
Unknown 178,5,6,6,6,6,5,14.3545889780132,14.0800012188483,14.1781039139821,14.0680939284895,14.2690182524328,14.1181035182738,0.274587759164827,0.176485064031104,0.286495049523694,0.0855707255803644,0.236485459739365,-0.0981026951337238,0.0119072903588666,-0.189017033584463,-0.0381022994254625,0.11000998549259,-0.0909143384507392,0.0600003957082613,-0.20092432394333,-0.0500095897843291,0.150914734159,0.182041760589466,0.386583348256597,0.164400971128055,0.673029849055026,0.268721111291161,0.612123385850525,0.950814095898202,0.331615408434224,0.850762712333128,0.569866464153566,0.638322236568463,0.767126578309637,0.302589699485592,0.804997096091488,0.458252282215652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 179,5,6,6,6,6,5,15.3733948147003,16.3898474051484,15.3494447329813,15.5690460518451,15.2797708945142,15.0886578914187,-1.01645259044807,0.0239500817190219,-0.19565123714483,0.0936239201860687,0.28473692328166,1.04040267216709,0.820801353303237,1.11007651063414,1.30118951372973,-0.219601318863852,0.0696738384670468,0.260786841562638,0.289275157330898,0.480388160426489,0.191113003095591,0.0211340451652392,0.95450708971762,0.641837413296496,0.823602890823584,0.51768868216823,0.0139604263505668,0.047892436302078,0.00919602553073044,0.00409053483936302,0.584283756738035,0.861852039570792,0.535888064683762,0.471953016256047,0.258032292896823,0.649553111473131,-1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Unknown 180,3,5,6,4,4,4,13.7443359697453,14.7559076655378,13.8707899494656,15.1658120436614,15.2984396054897,14.9163817049828,-1.01157169579255,-0.126453979720333,-1.42147607391613,-1.55410363574448,-1.17204573523754,0.885117716072216,-0.409904378123578,-0.54253193995193,-0.160474039444988,-1.29502209419579,-1.42764965602415,-1.0455917555172,-0.132627561828352,0.249430338678589,0.382057900506942,0.183927870741,0.860748340906041,0.0792464202649707,0.0567723959214633,0.142961856369609,0.16188865174014,0.550571103439858,0.431063675435288,0.814531080233837,0.0600254000091961,0.0399186727837826,0.123170801711354,0.854030215671615,0.729622788905809,0.597273414133904,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Unknown 181,5,6,6,6,6,5,14.128704076411,15.2910147827479,14.5139190231458,14.0328109352615,14.6477484980793,14.7315299677802,-1.16231070633681,-0.385214946734749,0.0958931411495563,-0.519044421668246,-0.602825891369132,0.777095759602059,1.25820384748636,0.643266284668561,0.559484814967675,0.481108087884305,-0.133829474933497,-0.217610944634384,-0.614937562817802,-0.698719032518689,-0.0837814697008863,0.178741981990835,0.651121413339809,0.910216758911896,0.542927445279297,0.499053015518093,0.341758769082574,0.128607356216093,0.430119375645171,0.512184661487247,0.554146260727155,0.86891577251224,0.798123454004367,0.450485787171037,0.414049812266733,0.921515299184339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 182,5,6,6,6,6,5,14.3512920394028,14.7130731390129,14.4446507925324,14.9533186098099,14.8810976798402,14.8225177423283,-0.361781099610084,-0.0933587531295696,-0.602026570407038,-0.529805640437385,-0.471225702925505,0.268422346480515,-0.240245470796953,-0.1680245408273,-0.109444603315421,-0.508667817277468,-0.436446887307815,-0.377866949795935,0.072220929969653,0.130800867481533,0.0585799375118796,0.641140637047474,0.904086219160259,0.439550048128701,0.495837187063782,0.561489702368741,0.716615679211802,0.745211913833637,0.820125683807638,0.887667198366891,0.492866263535209,0.555826206960123,0.626441099910455,0.922113276292337,0.865948120690659,0.939723807688485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 183,5,6,6,6,6,5,14.8356861583719,13.3078542269222,14.374372937662,13.7326125960872,15.0441250061764,14.785118695849,1.52783193144972,0.461313220709959,1.10307356228472,-0.208438847804491,0.0505674625229542,-1.06651871073976,-0.424758369165005,-1.73627077925421,-1.47726446892677,0.641760341574757,-0.66975206851445,-0.410745758187005,-1.31151241008921,-1.05250609976176,0.259006310327445,0.116351725719536,0.628462372814766,0.251895498298989,0.826641943425726,0.959412322814272,0.245449480936262,0.640241225977332,0.0636171488435166,0.128397735414584,0.481214597459528,0.462473757022497,0.666440161123308,0.155725246532824,0.273787210487874,0.785561852619099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 184,5,6,6,6,6,5,17.7375637164205,14.6013879988845,17.8401362213757,15.6159682933763,16.7132687150026,16.2129224953162,3.13617571753596,-0.102572504955223,2.1215954230442,1.02429500141794,1.52464122110435,-3.23874822249119,-1.01458029449177,-2.11188071611802,-1.61153449643162,2.22416792799942,1.12686750637317,1.62721372605957,-1.09730042162625,-0.59695420193985,0.500346219686403,0.0123105654031467,0.930881157982937,0.0810022078025568,0.389564165543221,0.223264328328233,0.00721212213986496,0.371656621277267,0.0691633558738776,0.180022384622357,0.0563900773637553,0.321884230340262,0.175957076047065,0.334524191356439,0.614497263017553,0.672702323075203,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
Unknown 185,5,6,6,6,6,5,14.5798089673222,14.6469716189198,14.523508444451,14.6437144096274,14.3173219597672,14.7220250063835,-0.0671626515976058,0.0563005228711582,-0.063905442305245,0.262487007554949,-0.142216039061299,0.123463174468764,0.00325720929236084,0.329649659152555,-0.0750533874636936,-0.120205965176403,0.206186484683791,-0.198516561932458,0.326392449860194,-0.0783105967560545,-0.404703046616248,0.806485392027177,0.837276574510984,0.815687984108897,0.34207838300246,0.620045317399287,0.637218301062505,0.990053315266529,0.213480856142344,0.784310939076144,0.646091879993161,0.432594629979412,0.470888666493857,0.217914653183079,0.775209960233726,0.147372183036532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 186,5,6,6,6,6,5,15.3938017067337,15.6133045920843,15.6650154644913,15.4093381710781,15.6047327029651,15.5175156980302,-0.219502885350652,-0.271213757757579,-0.015536464344386,-0.210930996231458,-0.123713991296526,-0.0517108724069271,0.203966421006266,0.00857188911919415,0.0957888940541256,0.255677293413193,0.0602827615261212,0.147499766461053,-0.195394531887072,-0.10817752695214,0.0872170049349315,0.432246493517805,0.333268749099633,0.955423038630373,0.450245978014664,0.670494510458395,0.845340055001767,0.443915488695327,0.974195840024881,0.730639679885303,0.338655878190815,0.820132200663829,0.596561552870836,0.463106210634113,0.697508480952673,0.753882570908036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 187,5,6,6,6,6,5,18.7793927234743,18.8460087029825,18.765736715013,18.8241232586916,18.7097857913594,18.8348084827823,-0.0666159795081889,0.0136560084613215,-0.0447305352172798,0.069606932114965,-0.0554157593080156,0.0802719879695104,0.0218854442909091,0.136222911623154,0.0112002202001733,-0.0583865436786013,0.0559509236536435,-0.0690717677693371,0.114337467332245,-0.0106852240907358,-0.125022691422981,0.694933661338407,0.935839255378739,0.79214183262288,0.682008418530439,0.754658126183348,0.620447848230052,0.892379170040087,0.402637396635663,0.947357811109391,0.718416225104858,0.729667478469171,0.684314029653529,0.481574055261302,0.949774891156071,0.463286317939905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 188,5,6,6,6,6,5,17.5655388095609,17.6969007282554,16.7930913103206,17.2202138842318,17.3952118882507,17.4033314383682,-0.131361918694544,0.772447499240315,0.345324925329059,0.170326921310242,0.162207371192654,0.903809417934859,0.476686844023604,0.301688840004786,0.293569289887198,-0.427122573911255,-0.602120577930073,-0.610240128047661,-0.174998004018818,-0.183117554136405,-0.00811955011758769,0.801388118559427,0.146538693389141,0.509860134502512,0.744394312653968,0.76621705984049,0.0775248897908473,0.342057346630088,0.545671823256752,0.574873104430706,0.393835826110307,0.232324244315485,0.248033575070524,0.725380788623046,0.72598525103963,0.98758750054235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 189,5,6,6,6,6,5,17.6605484589342,17.7158706630739,17.8490327024457,17.5032801262966,17.6976863203504,17.6302809404997,-0.0553222041397738,-0.188484243511542,0.157268332637532,-0.0371378614162552,0.0302675184344317,-0.133162039371769,0.212590536777306,0.0181843427235187,0.0855897225742055,0.345752576149074,0.151346382095287,0.218751761945974,-0.194406194053787,-0.1270008142031,0.0674053798506868,0.827224849596941,0.459145184989839,0.536189080112375,0.883483750012017,0.908947534864581,0.582501606588067,0.382137461918707,0.939997651713236,0.735759939954208,0.159800976022011,0.53242506161949,0.391078456785305,0.423648125230977,0.616979532664645,0.790332985321253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 190,5,6,6,6,6,5,14.5857118408271,15.216637808265,14.5668592058705,15.2271048420309,14.6542701999422,15.0716155773222,-0.630925967437978,0.0188526349565628,-0.641393001203816,-0.0685583591151158,-0.485903736495104,0.649778602394541,-0.0104670337658384,0.562367608322862,0.145022230942875,-0.660245636160379,-0.0874109940716785,-0.504756371451666,0.572834642088701,0.155489264708713,-0.417345377379988,0.500558528343743,0.983874989112739,0.493537838860064,0.941412164434232,0.618750340530928,0.467161875053745,0.990609936494097,0.528665088281359,0.876475644992496,0.460087315992763,0.921713855555872,0.589402966902707,0.521077427775252,0.867643984145978,0.655156092523286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 191,5,6,6,6,6,5,12.4756581850822,14.1864883622129,13.6647270316642,14.3908832865336,12.8135360459787,14.2305952750591,-1.71083017713064,-1.189068846582,-1.91522510145138,-0.337877860896464,-1.75493708997688,0.521761330548646,-0.204394924320738,1.37295231623418,-0.0441069128462406,-0.726156254869384,0.851190985685534,-0.565868243394887,1.57734724055492,0.160288011474497,-1.41705922908042,0.0871287344522419,0.228123199602796,0.0570560888349561,0.728859362224855,0.092633609224938,0.575181204024329,0.825812286864997,0.146831338006664,0.963868483215564,0.436614479804246,0.362810576112168,0.562310007095427,0.0975171830071164,0.869270568941314,0.153126072913086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 192,5,6,6,6,6,4,16.9715342760347,16.7384573688988,16.1729275969303,16.2656424667638,17.2329969489631,15.9591449935196,0.23307690713591,0.798606679104367,0.705891809270906,-0.261462672928388,1.01238928251509,0.565529771968457,0.472814902134996,-0.494539580064298,0.779312375379181,-0.0927148698334612,-1.06006935203276,0.213782603410724,-0.967354482199294,0.306497473244185,1.27385195544348,0.665501238093508,0.145804174401116,0.196652547834733,0.627844293989988,0.0980129156987726,0.275782182705462,0.360606424310091,0.339315831796104,0.181648634245179,0.856657058990512,0.0466431914754581,0.709774692901416,0.0677874839719142,0.594151685404113,0.0334424515800846,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
Unknown 193,5,6,6,6,6,5,15.5095291049235,15.7438393647709,15.5657562690416,16.1573677137849,16.1050325496118,15.6704483400619,-0.234310259847446,-0.0562271641180807,-0.647838608861413,-0.595503444688354,-0.16091923513841,0.178083095729365,-0.413528349013967,-0.361193184840909,0.0733910247090357,-0.591611444743332,-0.539276280570274,-0.104692071020329,0.0523351641730585,0.486919373723003,0.434584209549945,0.62515820552633,0.906482198167101,0.182856757698504,0.219669210878994,0.747727261735571,0.696724597075207,0.368311498892871,0.431198478811262,0.878142589226653,0.201447646064247,0.24308791681943,0.826908390782881,0.908696492247585,0.313404102714175,0.367363380955952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 194,4,5,5,6,6,5,14.8460733729476,14.5628209759691,15.0631339118166,14.3012032832682,14.5385182305743,13.5748887246655,0.283252396978508,-0.217060538869021,0.544870089679465,0.307555142373367,1.27118464828217,-0.500312935847528,0.261617692700957,0.0243027453948592,0.987932251303659,0.761930628548486,0.524615681242388,1.48824518715119,-0.237314947306098,0.726314558602702,0.9636295059088,0.750174373880555,0.807148973789712,0.525704151598892,0.719452418105187,0.160929643046747,0.551846998857622,0.744588204354655,0.975831169752909,0.244845909128331,0.34655760009793,0.514934226622046,0.0848973904124803,0.756579384431379,0.369176034118511,0.236339567554815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 195,5,6,6,6,6,5,16.764519375468,16.6647370051156,16.537962636856,16.6230234056296,16.6038819718964,16.5586568865331,0.0997823703523899,0.226556738612018,0.14149596983841,0.160637403571563,0.205862488934915,0.126774368259628,0.0417135994860196,0.0608550332191733,0.106080118582526,-0.0850607687736087,-0.065919335040455,-0.0206942496771028,0.0191414337331537,0.0643665190965059,0.0452250853633522,0.526314014902309,0.156271055215824,0.370641916809307,0.310448826080547,0.215432749845829,0.399796193905628,0.780522305348194,0.684612162580295,0.500745188642731,0.570759333972645,0.660034509747772,0.895085223714747,0.89820282056897,0.682091032235199,0.773329986336074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 196,5,6,6,6,6,5,15.8416640954025,15.3307572955422,15.5405118209407,15.6356531838331,15.8541612794514,15.5794978691536,0.510906799860328,0.301152274461812,0.206010911569402,-0.0124971840488417,0.262166226248985,-0.209754525398516,-0.304895888290925,-0.523403983909169,-0.248740573611343,-0.0951413628924094,-0.313649458510653,-0.038986048212827,-0.218508095618244,0.0561553146795823,0.274663410297826,0.0145872055862994,0.136061695518416,0.302739789638296,0.949669521670322,0.211322697378183,0.271743919661855,0.114365233877844,0.00920716699616972,0.215356827736052,0.61505822262934,0.104774603154356,0.843943465438913,0.252676980021067,0.776841412991474,0.172561262444457,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
Unknown 197,5,6,6,6,6,5,15.7646282072966,15.6068339897896,15.9749779704773,15.6626540093453,15.7695160224926,15.7187665333747,0.157794217507057,-0.210349763180629,0.101974197951307,-0.00488781519591086,0.045861673921971,-0.368143980687686,-0.0558200195557497,-0.162682032702968,-0.111932543585086,0.312323961131936,0.205461947984718,0.2562114371026,-0.106862013147218,-0.0561125240293361,0.0507494891178819,0.328491037530114,0.1956383066526,0.525646236850168,0.975642886938273,0.784011187082884,0.0215902718294922,0.714916671725796,0.29139189760003,0.486349178746428,0.0483417937883654,0.185260887079986,0.117569276642316,0.485788514664334,0.726247200464035,0.751454192801398,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0
Unknown 198,5,6,6,6,6,5,16.0440487893128,15.8178124726862,15.9961241445882,16.110739338809,16.0502751983221,15.9825010942145,0.226236316626624,0.0479246447246435,-0.066690549496176,-0.00622640900926186,0.0615476950983087,-0.17831167190198,-0.2929268661228,-0.232462725635886,-0.164688621528315,-0.11461519422082,-0.0541510537339054,0.0136230503736652,0.0604641404869142,0.128238244594485,0.0677741041075706,0.0760442507106771,0.699294726342764,0.591372352611282,0.959921857559803,0.635052482161678,0.138995448445947,0.0184738424108502,0.0569723351777313,0.190664452640196,0.336012547939931,0.64730380034614,0.912458238604473,0.609623682141268,0.305288294449839,0.585392962737044,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
Unknown 199,5,6,6,6,6,5,15.2492244478908,15.2929829035436,15.4120742864073,15.7269550424923,15.7286581981022,15.2466655806722,-0.0437584556528421,-0.16284983851655,-0.477730594601576,-0.479433750211404,0.00255886721858545,-0.119091382863708,-0.433972138948734,-0.435675294558562,0.0463173228714275,-0.314880756085026,-0.316583911694854,0.165408705735135,-0.00170315560982814,0.480289461820162,0.48199261742999,0.896402979109032,0.628655833708497,0.162507877654948,0.161066709591453,0.994182623307787,0.710447977528829,0.182594546501752,0.180937582990452,0.890384142031803,0.329862670175072,0.327298153525855,0.623294969774118,0.995758433419707,0.160346478351577,0.158920612914219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 200,5,6,6,6,6,5,15.8032379385665,15.5971595107152,15.8743892736562,15.5908151500295,15.694560164544,15.6824442729642,0.206078427851242,-0.0711513350897146,0.21242278853698,0.108677774022512,0.120793665602259,-0.277229762940957,0.00634436068573763,-0.0974006538287302,-0.0852847622489836,0.283574123626694,0.179829109112227,0.191945000691973,-0.103745014514468,-0.0916291229347213,0.0121158915797466,0.210785423160277,0.661741623197949,0.197462822998173,0.504947038321086,0.47824324859846,0.0815111861829798,0.967307011262669,0.53065901484293,0.600264164768418,0.0751302730416782,0.25100484707802,0.24291080095372,0.504438183452186,0.573579632274546,0.940512034938914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 201,5,6,6,6,6,5,15.1966161347366,15.4925430463599,15.6933981687092,15.6541154295301,15.356603828295,15.6239923674999,-0.295926911623255,-0.496782033972536,-0.457499294793514,-0.159987693558406,-0.427376232763327,-0.200855122349282,-0.16157238317026,0.135939218064848,-0.131449321140073,0.039282739179022,0.33679434041413,0.0694058012092089,0.297511601235108,0.0301230620301869,-0.267388539204921,0.242012596811404,0.0545464154052454,0.0752135406237235,0.523415037815269,0.109564271202208,0.402067621170089,0.499319307276395,0.569309116420096,0.599655785799279,0.869031599733183,0.164718135743546,0.781283795718697,0.217960627593496,0.904031105474731,0.289362339613474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 202,5,6,6,6,6,5,14.9767408254577,14.3346084683465,14.2158749940614,14.7996288568783,14.603667831235,14.4869112034872,0.642132357111162,0.760865831396247,0.177111968579421,0.373072994222664,0.4898296219705,0.118733474285085,-0.465020388531741,-0.269059362888498,-0.152302735140662,-0.583753862816826,-0.387792837173583,-0.271036209425747,0.195961025643243,0.312717653391079,0.116756627747836,0.22750317926941,0.154865449551183,0.736149660431916,0.479388739909127,0.375191101405413,0.812625891457831,0.356685194161739,0.591940726617797,0.771942897453748,0.249317807255115,0.44104923987083,0.606595544782183,0.69588992041305,0.552740342659402,0.824111980680047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 203,5,6,6,6,6,5,14.603783534403,14.9693356085897,14.7478613719076,14.8706555421331,14.8370126354793,14.8623700835674,-0.36555207418669,-0.144077837504685,-0.266872007730177,-0.233229101076313,-0.258586549164413,0.221474236682004,0.0986800664565131,0.132322973110377,0.106965525022277,-0.122794170225491,-0.0891512635716278,-0.114508711659727,0.0336429066538635,0.0082854585657639,-0.0253574480880996,0.414811761646463,0.746663184559424,0.550509550461584,0.601576993326774,0.57952156024794,0.603043423726998,0.816414032178583,0.755657373149283,0.81038205997666,0.772723428572444,0.833854592399297,0.797307178595404,0.936886152220853,0.985164461955126,0.954619258702113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 204,5,6,6,6,6,5,15.426194527893,15.2328165433341,15.271079129783,14.8063401823811,15.4327057693565,15.1332259877673,0.193377984558918,0.155115398110006,0.619854345511943,-0.00651124146348359,0.292968540125747,-0.0382625864489121,0.426476360953025,-0.199889226022401,0.0995905555668291,0.464738947401937,-0.161626639573489,0.137853142015741,-0.626365586975426,-0.326885805386196,0.29947978158923,0.521093544979354,0.606285924253024,0.0465025207831549,0.982698302790191,0.353951496076422,0.893690987953509,0.144008454527077,0.486938020541112,0.740368809002913,0.11262115261851,0.573458575350401,0.646766816072555,0.0356338988618334,0.281349684402576,0.322847817061476,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
