Metabolite,Tags,RefMet Nomenclature,Main class, Sub class,Wein_Pblank_1,Wein_Pblank_2,Wein_Pblank_3,Wein_1_B_2_3,Wein_2_Pre_6_3,Wein_3_C_6_3,Wein_4_B_2_2,Wein_5_C_6_2,Wein_6_D_6_3,Wein_7_Pre_6_2,Wein_8_E_2_2,Wein_9_E_2_1,Wein_10_E_6_3,Wein_11_D_2_2,Wein_12_E_6_1,Wein_13_E_2_3,Wein_14_C_2_2,Wein_15_D_6_2,Wein_16_A_6_2,Wein_17_A_6_3,Wein_18_B_6_3,Wein_19_A_2_1,Wein_20_Pre_2_3,Wein_21_B_6_2,Wein_22_Pre_2_2,Wein_23_D_6_1,Wein_24_D_2_1,Wein_25_A_6_1,Wein_26_C_6_1,Wein_27_E_6_2,Wein_28_C_2_3,Wein_29_A_2_3,Wein_30_C_2_1,Wein_31_B_2_1,Wein_32_B_6_1,Wein_33_A_2_2,Wein_34_D_2_3,Wein_35_Pre_6_1,Wein_36_Pre_2_1,Alternative Identifications
Unknown 115,,,,,7444.466962,4243.25999,2533.414908,30626.18038,18728.27267,39015.09423,43171.01642,61554.87465,39869.54364,58692.3982,32442.97231,29626.80471,20676,88403.51415,70626.09681,114055.4341,102902.4225,98607.13607,35105.02818,78520.35113,22111.58302,23377.60235,36830.69046,72275.50396,32278.61771,33211.75783,31594.55264,42824.84414,29619.61309,32249.51736,44566.45284,38503.56186,24123.35328,21226.31771,109177.2827,91397.75682,32746.1861,54523.3553,25965.18954,
Unknown 116,,,,,0,2496.984011,1574.610476,10092.99233,11373.41714,20458.87729,36770.13253,43468.37222,8400.571868,38055.02545,27048.42752,3740.255009,9085.457762,7407.574322,56178.03787,54502.0275,20811.44523,4962.547185,23902.98772,4271.72267,4141.989207,1682.626762,6065.015142,36654.36512,9180.440293,20477.12889,3260.148433,6278.271156,18464.46799,4854.051629,22035.03708,5961.138043,2678.468701,4836.998344,60431.33614,59132.29671,7000.348278,7838.179211,8214.295143,[RTL] Myristic Acid  d27 [16.727](0.749194);
Unknown 117,,,,,9226.939732,47773.6117,9656.374329,51841.36848,60618.20201,60308.47777,58366.77154,27672.97641,40431.83956,86878,76887.42849,66128.4788,36233.25693,58589.73586,37014.92565,60864.54718,23454.35525,65797.25771,82886.77328,73617.0175,58291.61982,25586.35181,20114.97599,67403.81347,82917.38256,48346.08491,36844.08194,34007.41476,88599.38438,27521.0192,46469.88796,36528.26648,47810.38572,78298.84036,74863,40808.72647,68594,75640.28318,32937.23679,[11005] myristic acid [16.887](0.61496);
Unknown 118,,,,,0,3179.619275,5254.297652,17781.45346,24977.68741,27215.74887,21584.68041,19266.62091,22354.31979,43811.30626,25326.6823,39465.08708,21844.03225,28460.34142,21275.30172,24564.23948,20545.88484,29947.28295,26520.92491,33530.58459,38144.89238,19237.17529,21489.59098,32576.83007,46293.6807,27993.31555,27225.51688,28732.56925,25637.1922,28823.11765,29195.29158,23874.66925,22618.30704,32734.78441,37746.20156,29374.30774,39870.10943,22288.7415,20735.11266,[11005] myristic acid [16.887](0.635907);
Unknown 119,,,,,7444.466962,14326,8679.302906,5324.172768,59735.93574,9999.758799,12110.91274,9013.208258,9351.84432,17712.24968,7405.920988,26747.31996,72926.93591,29420.8124,92428.09426,10899.71071,8360.53529,20050.72399,45559.44179,28118.85288,38039.01745,27191.64722,33613.81959,11984.80927,25843.19667,32632.43526,5915.053729,42916.63317,24618.64964,10055.08254,11817.12125,39099.37512,49533.45681,8812.048964,17014.86178,50236.10453,8298.48924,50613.8837,33303.4968,[11005] myristic acid [16.887](0.618542);
Unknown 120,,,,,2768.708603,7594.532691,1941.484588,146442.4525,163856.2334,111632.9181,609516.7181,741125.6528,57976.85216,228301.5581,320650.335,71834.90635,111339.7841,44053.27603,273931.4836,397864.2199,449585.9441,82580.86959,248536.2214,43909.34524,172357.8474,38430.54328,52257.19173,331015.101,72113.99138,198075.2469,77343.16343,138071.79,155087.9349,68591.53367,253734.9548,145042.1247,79304.83645,79546.53372,402467.0429,447156.1899,30887.10547,159019.4397,109267.5329,
Unknown 121,,,,,1615.231178,10685.58505,216.9800443,7327.934408,11686.52331,6675.578343,12556.86138,17161.7367,3392.184148,5261.220069,6740.171972,2706.362267,3405.973325,5526.019785,7762.707044,15123.18096,12394.1454,17255.92241,12265.90526,15281.14212,12858.2341,7055.326174,7479.335892,3748.792064,9860.208879,15309.10518,19654.55818,11849.48247,3843.535888,9145.363247,20010.51101,11633.62802,7254.206229,5183.120839,14192.14497,10797.48937,16958.64627,8750.922247,4044.87517,
Unknown 122,,,,,3530.429827,33939.06769,8437,60551.92018,56390,43979.7344,41457.60231,1133.544133,85894,120568.1796,39457.27617,41648.90067,124208,54581.55527,31444.72599,61462.62276,39548.84124,18673.19944,69881.71214,46232.89012,46174.37742,43911.00408,37198.49792,53965.98467,44163.24694,70875,37816.28483,60405.68584,38555.75368,41723.42462,25543.21973,40888.68431,46292.04528,85488.20301,127647.9068,266625,35061.4275,36453.42276,28811.86969,[1245] DL-4-hydroxy-3-methoxymandelic acid [17.152](0.682943);quinic acid(0.601532);
Unknown 123,,,,,3530.429827,35785.34045,12421.70331,63984.26435,53146.84548,24794.704,92438.13517,57940.92808,93325.16425,134700.4961,117827.4707,112685.4965,152908.6964,34886.30493,119946.8749,75234.28231,49992.40498,69423.91214,48048.67903,53334.25011,49703.58871,53175.45499,60879.10844,95504.74714,84431.82576,36350.46505,54269.57343,68905.74286,76184.4839,68613.65739,28207.55809,50239.72474,70428.99368,99451.53913,169768.3457,46810.59315,69975.26626,75944.09743,109844.0885,
Unknown 124,,,,,7870.365818,57373.39062,54407.72544,388007,628660,361338,753757,359280,369525,1345317,139095.767,342213,1194701,318626,744406,293315,352686,303088,327361,227714.264,470142,190403,281943,299207.1462,448527,580625,334057,33219.48619,666207,371111,284352,336121,204997.7853,30705.25303,754688,360345,690418,794178,493807,sebasic acid(0.633317);
Unknown 125,,,,,0,4732.82222,5498.246818,20046.93156,26370.40267,26332.70887,23781.20098,33708.39926,18673.02326,32608.1134,23098.14137,24699.13803,18499.94123,20058.18612,22181.25556,25643.81763,29904.08073,20452.43016,27047.20023,21210.37402,19248.49351,18437.71563,18203.25362,24557.75443,21015.77495,25380.8706,23032.8216,22195.78642,24479.71711,21405.87364,29707.32208,25335.13266,20743.83328,19891.44693,27632.85887,27705.56817,22437.03505,28234.59581,22263.51846,D-mannose [major](0.619178);[441035] talose 2 [17.584](0.613655);
Unknown 126,,,,,0,0,0,52567.99376,82451.57177,38086.16298,92279.90203,98879.7583,62103.35503,53986.81002,74448.3337,28252.6605,77912.05592,32174.10171,63630.9773,65905.20503,64801.21139,46238.10321,35527.62805,45084.17221,91307.1151,24095.86039,33015.07591,36641.09994,33864.19684,35385.45562,35240.03185,47786.27064,32656.95262,33139.17455,33656.7584,7661.366089,12377.51407,54415.84892,65047.40579,33867.01284,26479.52049,55404.8451,27738.99508,[6613] pantothenic acid 1 [17.903](0.651636);[835] dehydroascorbic acid  4 [17.739](0.606059);
Unknown 127,,,,,568.7324889,8919.855788,13714.40876,36441.22708,27049.72815,47562.02209,25976.54076,54525,11564.45712,48245.04179,61504,44573.32919,20345.96435,23192.35515,53813.42506,56782,56002,35602.30982,57277,10577,15538.55606,20084.64306,43083,60884,20112.57563,41155.97433,18518.58081,20287.5902,37492,42228.75072,28403.47419,20957.88682,8902.325586,24796.40186,35838.94964,94232,36074.75358,27206,20777.03026,
Unknown 128,,,,,483.6968667,26357.99023,9856.360766,31101.01553,10202.14071,49805.05427,27559.55224,34737.35208,2646.85718,52808.1389,62217.83509,51889.1187,7135.601477,28807.60314,22178.57297,53242.37352,58586.45992,15597.92878,35162.82823,6584.278715,24762.44748,0,26317.52053,49637.02521,1605.788209,23313.20882,20838.46707,23649.20369,23459.00179,47779.83269,49423.32753,22873.97896,8581.286963,25843.36284,55095.04081,91594.88965,23727.71632,28803.11811,20179.80416,
Unknown 129,,,,,0,21229.0158,9708.438248,92711.68718,283766.4884,79288.29933,136664.2762,138591.0298,107895.8192,169267.5305,130201.1605,30514.4052,147291.4426,82562.06786,108090.9268,87514.10737,127242.2161,102231.8838,105781.8301,138665.2639,104121.4672,83656.91251,98203.99959,16515.83548,124463.223,23448.91902,89237.51984,33250.12669,87298.81235,112966.4961,25614.36854,22447.07526,19837.46665,163656.1438,59217.33042,33099.77634,17145.15507,161321.3866,123277.0907,
Unknown 130,,,,,0,0,2849.408756,15612.78408,10372.89922,30364.58378,45701.50431,30386.36079,5084.791056,28845.14166,27608.77083,17431.784,22527.69357,18038.30357,19540.02852,50580.361,23315.84688,14542.23569,22815.2544,4743.199212,19137.18173,3411.93981,13098.12222,25311.86643,5816.170533,1605.070628,8085.739584,14812.09936,17122.37436,11484.18371,8746.403403,15526.83758,4454.279748,16569.35723,31373.87849,36831.38869,4482.548811,9028.662337,10311.96527,
Unknown 131,,,,,34303.35513,13390.73982,12653.36619,21221.69902,38645.05814,37631.8826,117897.6656,56255.6616,32537.93256,48105.33621,90850.93723,72832.75014,80091.13172,27987.6935,86448.85834,131646.0531,38700.88454,64748.07162,42211.60207,43871.02333,31151.05592,61544.65793,57914.33969,92152.20205,43370.43763,52987.7436,68919.49294,63338.87545,43419.3455,73297.90956,45648.02207,75096.16062,71872.01876,29821.20892,140459.5859,99194.90764,44293.64823,50464.28806,84261.34845,
Unknown 132,,,,,51750.44592,95350.58675,87978.41894,87632.78231,105537.4462,109649.0375,21409.90403,15536.41875,69003,106867,9616.043577,74851,132089,101769.6805,20035.2577,91173.66579,66952.67393,106499.2565,20457.87894,78440,58599,97117.36918,57735,11545.89153,29694.58017,78623.42901,86188.05199,87474.63836,89623.09268,16008.88414,26368.13044,137946.7905,34060.83849,22907.82314,94660.23455,23486.82357,19924.65072,25218.0637,115120.9046,[445638] palmitoleic acid [18.728](0.649952);
Unknown 133,,,,,27168.43451,72366.75899,63649.29347,44920.55505,53697.73159,54447.2495,56401.5006,42519.40492,90553,29465.57445,62615.75948,63532.7259,64338.56875,44199.90496,91826,50436.30484,63512.80597,79606.31158,87535,65210.36129,47826.51783,86160.85007,60734.14712,65578.1852,72556.33566,68687.73854,67130.42232,85041.46723,53669.32362,60497.80009,53133.48373,86606.8376,68107.13213,66422.1619,63069.72159,81970.35873,96979.44786,71574.07152,63523.87786,
Unknown 134,,,,,33945.09069,71742.06044,68322.7717,76506.21772,68052.15376,62034.44454,78191.13388,83569.84037,72416.64889,88623,77785,75162.23651,102570.9981,54850.05855,65055.73477,59770.26279,59948.0385,82160.85527,69637.57221,77659.67801,62435.89138,37160.73355,72437.94224,86782.2212,106441,109481.9361,82944.87893,81103.82483,81159.9966,93417.31728,114244.1204,97108,98845.74668,68089.20849,109967.7171,86267.62468,52825.2794,95991.16551,109868.5678,
Unknown 135,,,,,51864.37151,90057,53606.57413,113630,107556.0848,100248.1832,131205,131346,88120.57969,121098.9766,120402,57226.08342,132818,109237,39788.76286,127952,122502,108433,125743,117607,74996.29572,92431,73273.83212,121387.9274,101925.3076,151496,129625,135423,107142.8774,126773,125590,107373.7492,102273.7989,91295.95204,103328.3532,109354.2665,126554.7168,154684,106121.0703,[445638] palmitoleic acid [18.728](0.801232);
Unknown 136,,,,,574.4161149,13703.01849,1586.443317,61045.83488,16622.28906,99531.56008,79957.43244,89343.90687,5418.276988,82992.06347,82023.44086,43700.2966,39048.55816,11894.64462,43700.19923,65111.50334,66026.7828,8241.305304,51193.14513,89637.53595,14949.03743,3846.758323,54868.53964,72887.50138,12829.03159,58159.81712,34699.75306,51344.67698,33455.34619,11636.7936,37375.33369,40963.9763,11666.66621,17619.85932,65118.47091,119543.7989,7596.963855,55689.6344,16243.18659,
Unknown 137,,,,,544.4184112,8913.986683,1320.791218,33220.00575,14505.4398,80446.82081,86861.3176,103535.2533,24990.72185,98804.51803,90292.77741,22181.45183,13752.38635,11080.30834,17541.46665,89756.59454,53031.83417,6667.862221,69946.41722,88354.83107,10326.87829,2855.604457,42463.24275,90400.10965,8022.266959,52464.54697,35975.87557,24293.36999,52957.88414,11218.34693,30241.6586,18386.79224,11666.66621,11720.61176,54841.13702,97626.83389,9133.183363,18582.2389,12389.65615,
Unknown 138,,,,,544.4184112,0,5065.540299,26064.34189,54967.25297,44446.05003,3029.69983,14872.07781,18793.49058,10339.61396,5349.813824,39362.93775,19121.11418,17281.36673,19598.21257,12575.42645,57534.40618,5982.190119,13358.05633,72819.41304,34363.21056,3694.931262,35302.85386,10168.45846,6977.89254,13228.20887,66305.96141,5927.699718,45295.52278,31783.58241,44086.33378,5371.878839,46313.55818,27104.08395,55101.42538,61261.39811,9653.577543,8005.757215,40529.1163,
Unknown 139,,,,,952.0972965,434.0432713,9522.481415,73409.92567,70228.85044,94083.4904,96204.75039,83956.6526,32441.87959,143002.0644,88712.83478,102777.8586,94512.09621,74642.48857,90336.06776,98308.25039,82104.74949,66179.37854,79744.95622,112609.4183,63550.27153,49762.54764,69218.06093,140511.5304,134993.7051,82643.9359,54226.41731,91211.86879,138345.5776,98209.65956,92952.10235,123177.9089,83742.02269,43590.33153,80125.64528,96135.97425,105684.8283,129266.1118,134310.1629,
Unknown 140,,,,,0,1208.856427,2434.687706,20509.45848,19230.88884,19415.27146,17132.39754,22437.27391,16730.2602,25916.0071,20340.31195,24013.28318,22915.30444,18532.56987,22383.5587,19902.31057,16670.11688,17857.84827,28192.81633,14070.98595,12745.87972,16633.83481,19847.68118,37564.06496,15576.66203,18656.58565,16138.41163,21706.46416,25017.62019,16850.3161,16926.36792,25120.91208,14748.65422,15654.49184,27015.3643,39250.33759,19039.93559,13983.99247,12677.57934,
Unknown 141,,,,,948.2911449,16936.10756,16573.32598,43755,40768.33675,29848.49117,34652.84396,42271.92713,42970.64793,64455,40442.45385,42944,52166,38616,52073,52925,50974.92289,48289,50031,45811.99422,31124,36556.93406,30783,66277,46170.97518,52803,31607,51206,57871,41158.80686,42848.77607,51533,41296.57093,44273,67222,40637.81543,34562.43356,53311,42249,[108172] octopine 2 [19.552](0.654712);[5364509] methyl oleate [19.44](0.63676);
Unknown 142,,,,,709.6500778,36769.37451,30624.18595,84660.87893,114121,96978,102270.3353,97838,100089,107858.3949,66745.0678,89567.42268,93809.99096,85948.07976,87091.05875,77181.6156,27409.21276,66311.37784,84219.14015,107563.8178,71239.41399,86586.46845,87754.69695,101981.964,124526,103110.8461,97597.39127,96502.82962,98415.1132,94323,115915.0818,109849.2296,109790.9026,75013.72033,90086.62942,125870,114022.421,105611.143,98209.64061,[10465] heptadecanoic acid [19.8](0.639515);[108172] octopine 2 [19.552](0.61516);
Unknown 143,,,,,12064.57115,23651.49585,24215.18647,23085.20795,18390.59051,42400.06805,46816.33643,30869.37954,29839.54266,38483.74547,33670.82835,37795.3771,23652.76863,35379.99928,30414.20868,21795.42435,9272.663178,28150.61101,28976.60592,25210.43868,12959.31865,19578.7428,23532.78393,38362.22281,37301.14617,29862.36751,13229.39501,36396.88703,31973.80246,39238.12435,31332.41916,39197.82121,18711.80077,24399.83928,32542.27313,26134.98958,23876.73118,28908.25809,28560.1462,
Unknown 144,,,,,11872.57115,19803.48658,10863.47173,53429.34733,41494,56692.85804,32857.76182,32992.27853,25785.61332,50176.81439,58675.80903,76284.66014,24734.73094,31489.27169,45718.52297,43884.92364,10713.34101,50503.64147,22420.48804,47967,29112.14128,15955.75373,36111,42145.25175,37737.68232,32255.35966,27509.05848,55973,19929.77814,44888.3881,33637.0636,32644.60183,45575,24593.15235,63194,45381,26141.05746,34453.28719,53979,
Unknown 145,,,,,15895.39292,50840.54777,2684.473075,476251.6195,36594.32974,550870.2205,34371.52961,39244.83368,29660.40121,59657.50215,534319.3493,38731.80599,467824.0727,31505.51793,395127.1586,366604.325,21166.19024,36359.71428,43916.58772,40417.60149,30447.55206,493687.2506,592567.8627,36800.41533,1833.874222,526232.2255,587123.1572,46764.57629,551643.4863,572783.3802,508615.2356,14911.53172,475654.564,600513.7978,48744.97148,494577.4045,17395.72672,22218.95374,46910.82699,
Unknown 146,,,,,4543.933013,15600.23495,13656.687,47434.50584,63661.88549,38048.84267,43434.70134,38126.48829,33750.41977,51071.04931,45014,33621.77287,33242.89654,32954.88212,22879.74534,56749.92516,53668.6527,16820.39788,57545.16512,34467.73589,52661.1872,21748.48967,19234.88183,15126.57053,64018.99042,37050.07234,36328.56428,48475.1094,60735.32744,41051.05724,53731.45287,56801.07219,42121.20334,26302.08298,43941.64417,65554.36191,59206.67707,71500.11318,68341.82644,
Unknown 147,,,,,13052,35765.79857,16559,119611.9137,232240,174817.8062,24929.18647,91593.30732,246181.4825,206318,32974.41396,262165.3634,201698,114520.7352,139361,112178.2164,104681.6368,148630.7163,89339.4162,211513,71931,106920.6095,75689.792,82409.22178,143896.2398,105791.9814,75167.30559,134137.5349,84101.81068,270601,44221.1734,80323.16379,80344.8662,151091,171377.7219,129205.9406,231818.7316,158598,163517.5568,
Unknown 148,,,,,20626.65567,37772.18602,36536.95906,43490.14915,69031.50195,72013.32654,61069.7214,45801.91963,71402.1476,64832.06815,53972.284,87647.63289,83195.88317,67364.68085,49869.14066,58887.34861,52781.34814,52423.52617,49230.87874,74260.60763,45987.20671,22567.27337,63124.04031,76923.36999,72139.66402,68107.01427,68468.21596,66342.55085,58343.07022,82282.92647,70832.64798,75228.11154,54261.63731,69203.97509,79936.92151,77706.46568,65027.71751,62682.34452,71789.03879,[5367146] 2-hydroxychalcone 2 [20.305](0.679823);
Unknown 149,,,,,8672.343093,15401.72996,13033.5077,16214.60988,14912.46705,11991.3923,11796.39063,18078.60822,16064.40278,19440.81542,21693.47278,23071.20493,26553.84238,13673.92131,19835.60328,23664.4838,20837.54121,22477.36144,20801.47287,17936.38239,18265.00519,4868.907,11514.54103,15199.71937,16265.02063,17598.43725,17220.57882,21970.51309,24740.10429,16973.4523,18100.77095,18500.21477,20829.38472,23665.3762,17027.02283,30911.23902,27388.12015,28322.79884,23678.04874,[26840] phytanic acid  [20.285](0.724787);phytanic acid(0.646618);[5367146] 2-hydroxychalcone 2 [20.305](0.626241);
Unknown 150,,,,,2167.709157,53930,5836.931847,86209.59747,144245.0468,108773,65608.90923,47354.55438,164858.5003,147690.6129,123377.019,149417.9305,122298.9728,94824.34613,94418.98031,83108.96755,46844.92699,90957.55292,71710.92796,109800.1991,11347.17964,73616.27212,13300.35746,105820.6268,89045.93251,84882.91869,15368.60999,82680.61854,25006.86081,76159.07519,23917.18504,15147.67307,75495.68004,60353.8429,110691.5211,87328.34822,155912.8289,129130.9021,60982.45313,[26840] phytanic acid  [20.285](0.697127);phytanic acid(0.659515);
Unknown 151,,,,,2160.711057,14425.03572,3495.279517,174627.2488,263574.8282,190499.2249,239995.6197,240563.3037,197990.2108,340201.6122,37791.48837,192999.4515,244321.902,210720.7119,220421.3058,215915.1094,242238.169,186605.957,218943.6746,215783.0836,150425.8845,163026.3892,178506.5192,264445.3569,239494.3889,249541.716,17652.70804,239906.2768,292583.0813,192875.7667,210995.3386,256058.693,10710.81055,180435.3277,345169.27,15703.16595,34714.53207,277658.9915,246029.9529,
Unknown 152,,,,,372599.4622,12422.62207,90541.01958,47975.71422,107069.3367,78434.19334,34533.69941,75475.43127,115731.7793,131542.6873,90418.22332,122948.866,105722.6648,89537.84396,78884.23216,91426,78532.03627,69473.00311,82027.15045,98065.31783,18477.28667,64305.65448,90260.1916,69097.8181,85259,95844,197198.9779,97238.22144,67737.94123,132497,228826.8623,56158,100637.9997,91046.82292,128527,85354,131308,100348.9006,107986,[6623] bisphenol A [20.679](0.780501);
Unknown 153,,,,,3096455.981,2516329.166,3199249.698,101594,3155229.689,45950.60515,3594024.499,3143645.827,643605.7324,5429388.967,57561.76517,1018700.876,135982.3264,67812.38419,121640.4682,722099.3043,2881949.171,628071.7287,635740.2103,30394.6777,1605315.427,26819.17589,40459.76543,73208.44804,51093,91419.16792,97157.35969,42952.79884,4075544.054,466576.8977,629676.6044,85563.39823,783004.6615,621398.4552,3344832.549,720461.1897,110000.5317,105577.0113,33432.90987,[5281] stearic acid [20.675](0.836053);[4114] xanthotoxin 2 [20.715](0.793969);
Unknown 154,,,,,22668.1346,45944.66369,27163.34457,55836.16694,9796.300069,7379.00849,85616,95316.74199,43370.65023,101258.5456,130871.7085,10366.43708,3158.084729,52894,6913.787242,35423.39537,83633.43755,47175.60311,17905.59861,11195.74218,69277.5667,43131.84541,8199.316492,62301.03715,1768.126378,116260.1669,20448.05824,65885.1647,19732.46676,14310.00419,9067.876868,2985.670155,14995.50387,49469.94354,11971.45692,121967.3516,27878.19365,104327.956,41402.81769,
Unknown 155,,,,,0,0,0,35192.02427,34265.2489,105140.0389,50908.3505,68408.72901,47558.68547,127767.2766,77631.73316,122788.1861,20317.25187,69497.12086,26267.80478,51999.36155,40662.40895,97073.32196,80416.07457,42795.51797,28684.34306,43470.73351,124387.2442,89051.78478,71865.49963,41002.02651,76778.74751,57097.99608,49558.6267,123288.2895,53471.41383,46928.02974,58424.92282,59734.66016,59519.29712,79494.96993,30801.98897,58279.99231,28820.84199,
Unknown 156,,,,,88.5443328,3606.581954,6704.918227,33648.03324,20489.69984,43487.71121,43838.47963,35651.15679,29981.96295,52187.2625,34706.13084,43340.85685,33092.67378,31994.0869,18270.20004,34175.53407,32897.93805,30933.29838,22113.76346,16649.61907,15022.20703,39340.40273,34812.11454,56070.42914,23068.93285,37657.19792,33869.0438,34744.29462,19507.02269,35291.33232,36778.07061,17900.18381,33635.5289,14459.80432,36419.11869,48977.77789,32739.61207,30423.41023,18814.89791,
Unknown 157,,,,,23668.12611,45334.56735,11469.48809,32166.71228,23059.17483,25944.76063,47418.85973,6448.881032,8869.639794,29787.39603,23591.47276,67528.72653,64870,42729.56673,12441.81377,28146.81293,47506.32191,43345.76249,17860.87124,10155.36189,29537.13714,60027.33429,22413.66285,68772.01002,13413.04109,69111.92911,17348.39673,98856.93084,37085.38568,21793.15023,42665.64716,5769.570524,111202,50826.91805,81502,13420.37797,48244.65846,21179.90608,79302.54074,
Unknown 158,,,,,9939.963533,13919.10044,15094.91807,94897.02917,72001.67925,141483.2536,105721.195,101446.3457,84926.95544,32342.75631,152486,141189,100705.7543,100951.7542,146388,151411,148846,121864.782,139722,135379,105445,75435.5244,101694.6693,162944,134201.0289,159250,113263.5415,116184.6536,143155,11992.76554,171205,117901.1516,99228.47351,132751.076,51269.27045,165096,109272,102433.3518,141732.9224,
Unknown 159,,,,,9939.963533,9866.702646,44366.08869,57212.13253,53812.73431,55483.16576,65077.17761,63626.08616,53237.14637,134051.4015,68636.52171,67468.35985,63565.18136,56057.43378,66640.26388,69809.28919,72010.25246,53876.91847,61050.46298,61220.73556,33681.41137,41331.99794,90691.13632,71870.78821,57053.27882,70586.68812,70888.94154,75092.82545,64351.26166,54633.251,73136.1885,15751.90005,62581.71901,61081.79573,75061.98271,75001.53279,62863.22841,65166.571,57238.6087,
Unknown 160,,,,,0,8021.831131,13719.76518,12976.57027,19598.9807,35198.06554,18610.6987,17363.45835,14302.74322,33064.68729,22411.62569,38681.43932,13164.65845,19594.64118,16871.7878,17446.76795,24307.34773,18414.48938,31376.56215,17566.59671,6602.403421,17435.81428,20581.27774,31940.71097,18995.17377,25047.40083,25237.28608,21904.56669,23200.40103,20024.62895,23614.87289,21958.03425,18318.02549,24122.35799,25988.1722,19261.92276,19881.3848,14673.14071,19207.13854,
Unknown 161,,,,,0,15417.63175,18926.26204,242823.6356,199665.7101,518286.9129,237950.9784,247985.0837,253273.642,404927.8381,249727.3012,524075.9064,209426.7808,265921.817,233270.5831,268938.1109,229882.9415,268023.4422,268172.4029,224723.937,166177.6159,186318.235,332867.7231,341790.9567,251578.4668,276090.1576,274249.8285,238669.9323,269926.8084,259675.9095,196589.8542,246951.6873,196400.0206,232978.5129,288617.2557,333839.9142,223960.6797,239565.6567,179118.9102,
Unknown 162,,,,,0,802,0,4852.539374,40180,127393.5442,11957.74287,42114.52921,8960.425136,31548.74536,55737.36514,27336.96079,55600.03251,72943.12624,65690.66444,63320.69872,17885.8968,25390.87991,46089.17631,8201.909474,5362.081953,7516.006866,44606.90919,41721.44229,42115.33564,6909.485375,19600.07449,49234,10024.25193,72523.27341,48208.06343,14851.45764,9261.043764,8970.816886,41242.57212,4957.731754,25586.39689,17941.43211,16775.83359,
Unknown 163,,,,,8593.262027,28793.81772,6269.423799,15341.06941,11015.81589,5612.880807,17464.03844,13096.56674,20370.47478,23746.81114,17276.72132,16829.16588,14876.24748,20368.63682,5076.587104,13179.09065,12539.17525,14350.77372,19209.13717,10767.02177,2191.393374,15902.27408,991.4285995,18697.79422,4472.207527,16363.43096,16427.10016,13706.83338,11017.3749,21460.89895,14618.23355,920.8711911,11324.39351,14669.85359,9548.096453,7372.2272,16345.79279,8457.796876,5453.333967,
Unknown 164,,,,,951.73551,2920.424447,0,21883.73665,12493.86165,41740.85967,29676.36299,33986.51769,21244.49676,66331.19974,38053.18257,57147.04351,33853.5378,23978.61421,12807.46384,39166.39855,19677.70609,44936.151,27920.34012,18163.84848,8052.012524,13098.07905,53729.06915,53295.70609,32864.09027,17249.86216,19424.23991,33143.2756,22445.03276,56751.69071,26400.33169,28702.52163,27831.54047,29617.56319,43104.78656,42268.87336,9670.261245,29424.77303,12305.83138,
Unknown 165,,,,,1988.322798,38160.63622,16604.65346,26023.44119,18101.18195,32105.02345,30018.09173,21944.36511,10791.90381,39027.96671,34196.05591,29245.47832,23218.2413,18430.77831,16174.67696,23739.27746,30463.64095,19828.54428,29426.11123,17948.72866,17897.89372,11818.58738,13670.27656,23500.72614,13470.88477,22931.09138,16236.12081,19378.82778,26219.27145,15372.1904,24746.89027,19286.94222,22144.77526,15487.36563,38380.25349,30716.16608,20529.5783,23886.91918,16764.25191,
Unknown 166,,,,,8005.789261,23679.14275,40366.29098,80065.72975,77882.00659,130322.7243,98795.74642,31089.35443,27717.06493,196054.5649,18468.44306,53131.52189,54346.17316,102083.1256,117734.0455,23893.39169,67484.0286,48650.20461,58653.15459,33948.77072,15122.30712,23214.16604,30102.9524,51329.23111,41810.6624,90995.52863,47024.57355,154208.5733,141339.9897,30655.78032,35209.71742,121383.1216,25661.85866,30384.1868,130736.6449,113737.559,125218.1272,105335.0747,49321.43193,
Unknown 167,,,,,151.0761538,16800.44676,3357.675508,8987.172369,5119.898352,8914.626286,6020.795557,6125.406804,4809.396814,25660.99017,3115.271918,18583.19899,7598.993421,958.9511723,17493.34598,11338.175,5192.2416,4169.297876,13078.51674,3197.101451,3399.605726,3656.247052,6989.792281,13319.12562,5031.986728,5302.929114,5352.996705,16173.96234,7309.644467,4410.637773,4832.920888,1331.826246,10173.57688,4040.844675,8826.428286,5536.203461,15823.92967,3730.829881,13012.67222,[10467] arachidic acid [22.367](0.67243);
Unknown 168,,,,,5131.954175,3804.481047,72020.71787,77322.40531,48211.93259,70673.81343,50542.7601,89890.10876,50198.27635,41744.42347,106324.252,68620.19824,29880.11881,16077.07863,12162.81267,24334.15133,68841.86303,41272.26359,76158.33268,128538.9029,52302.39688,26584.723,63349.98262,63570.61121,12533.0009,69224.8527,59614.64792,21030.95122,6953.501274,17373.4021,47083.11059,11265.4132,9401.025475,50594.92645,48031.19639,84906.9557,125163.5998,150777.7365,136008.2879,
Unknown 169,,,,,27131.60744,21945.5425,81843.05198,34063.03569,24718.71024,105256.5098,30231.18743,52958.57474,41062.08408,104116.1139,51575.95159,114832.931,28828.96791,49952.53573,40998.23489,42009.01787,35675.68608,47661.35952,47385.00619,38194.86827,21001.02238,35124.72724,73207.73415,60452.6667,56474.99499,63120.59564,44121.32886,43104.35412,39647.21972,170433.4603,38601.63365,41106.82004,43235.08348,54243.67834,54372.6989,62274.36896,35475.77202,39741.48663,29135.54775,[10467] arachidic acid [22.367](0.901655);
